19:51:18.470 |V| JetEnvironment                | :1                 | JetEnvironment is initiating startup.
19:51:25.103 |V| ShellPerClientComponents      | :1                 | Creating ShellPerClientComponents container for ClientId(Host)
19:51:25.103 |V| ComponentStorage              | :1                 | ShellPerClientComponents[$ClientId(Host)] created
19:51:25.103 |V| NuGetExternalAnnotationsFileProvider| JetPool(S) #2:19   | Found local package <NULL>.
19:51:25.104 |V| CatalogComponentSource        | :1                 | Created a CatalogComponentSource for container “Container: ShellPerClientComponents[$ClientId(Host)]”. To trace eligible components set, enable TRACE level for this log category (JetBrains.Application.Extensibility.CatalogComponentSource).
19:51:25.105 |V| ComponentContainersStatistics | :1                 | <Measured> "CollectContainerDependenciesTotalTime[ShellPerClientComponents[$ClientId(Host)]]"  time=0ms
19:51:25.105 |V| AsyncInitializationStrategyBase::ShellPerClientComponents::Sync| :1                 | <Measured> "CollectContainerDependenciesTotalTime[ShellPerClientComponents[$ClientId(Host)]]"  time=0ms
19:51:25.105 |V| ComponentStorage              | :1                 | <Measured> "Compose: ShellPerClientComponents[$ClientId(Host)]"  time=0ms
19:51:25.106 |V| ComponentContainersStatistics | JetPool(S) #3:20   | <Measured> "CollectContainerDependenciesTotalTime[ShellPerClientComponents[$ClientId(Host)]]"  time=0ms
19:51:25.106 |V| AsyncInitializationStrategyBase::ShellPerClientComponents| JetPool(S) #3:20   | <Measured> "CollectContainerDependenciesTotalTime[ShellPerClientComponents[$ClientId(Host)]]"  time=0ms
19:51:25.106 |V| NuGetExternalAnnotationsFileProvider| JetPool(S) #1:18   | Package JetBrains.ExternalAnnotations version (10.2.163, ) is not found.
19:51:25.110 |V| ComponentContainersStatistics | JetPool(S) #2:19   | <Measured> "WarmUpDescriptors[ShellPerClientComponents[$ClientId(Host)]]"  time=4ms
19:51:25.173 |V| SettingsLogging               | JetPool(S) #1:18   | SettingsChangeDispatch: now dispatching 1 unique requests.
19:51:25.199 |V| SettingsLogging               | JetPool(S) #1:18   | SettingsChangeDispatch: done dispatching 1 unique requests in 25 ms.
19:51:25.199 |V| SettingsLogging               | JetPool(S) #1:18   | SettingsChangeDispatch: now dispatching 0 unique requests.
19:51:25.199 |V| SettingsLogging               | JetPool(S) #1:18   | SettingsChangeDispatch: done dispatching 0 unique requests in 0 ms.
19:51:25.217 |V| BuildToolUtils                | :1                 | Mono path in settings not found try to fallback to first detected Mono runtime
19:51:25.217 |V| EnvMonoPathProvider           | :1                 | Mono in path not found
19:51:25.217 |V| BuildToolUtils                | :1                 | Load Mono runtime:  from settings
19:51:25.223 |V| BuildToolUtils                | :1                 | .NET CLI path in settings not found try to fallback to first detected .NET CLI runtime
19:51:25.223 |V| DefaultDotNetCorePathProvider | :1                 | .NET CLI in path not found
19:51:25.225 |V| RiderBuildToolContainerWarmUp | JetPool(S) #1:18   | WarmUp BuildToolContainer
19:51:25.225 |V| BuildToolUtils                | JetPool(S) #1:18   | Mono path in settings not found try to fallback to first detected Mono runtime
19:51:25.225 |V| EnvMonoPathProvider           | JetPool(S) #1:18   | Mono in path not found
19:51:25.225 |V| BuildToolUtils                | JetPool(S) #1:18   | Load Mono runtime:  from settings
19:51:25.225 |V| BuildToolUtils                | JetPool(S) #1:18   | .NET CLI path in settings not found try to fallback to first detected .NET CLI runtime
19:51:25.225 |V| DefaultDotNetCorePathProvider | JetPool(S) #1:18   | .NET CLI in path not found
19:51:25.227 |V| BuildToolContainer            | JetPool(S) #1:18   | Start async build tool discovering in environment: Projects: 0, MonoRootPath: , ActiveDotNetCoreCli: 
19:51:25.228 |V| RegistryMsBuildToolProvider   | JetPool(S) #1:18   | Skip build tool discover from registry because it is non Windows OS.
19:51:25.228 |V| VisualStudio15MsBuildToolProvider| JetPool(S) #1:18   | Skip discovering MSBuild installed in VS15, context is not windows os
19:51:25.230 |V| MonoMsBuildToolProvider       | JetPool(S) #1:18   | Skip build tool discover Mono runtime not found.
19:51:25.231 |V| BuildToolContainer            | JetPool(S) #1:18   | Discover found 0 build tools
19:51:25.241 |V| ThemedIconManagerCreator      | :1                 | Boolean::CalcTheme: fired True.
19:51:25.241 |V| ThemedIconManagerCreator      | :1                 | Boolean::CalcTheme: fired True.
19:51:25.245 |I| ShellHost                     | :1                 | ShellHost created, subscribe for initializationStrategy
19:51:25.260 |I| RiderHighlighterRegistrationHost| :1                 | Received request for Highlighter Registry transferring to frontend
19:51:25.264 |V| ComponentStorage              | :1                 | Factory(RiderDefaultHighlighterNamesProvider, Cotoduw) created
19:51:25.265 |V| ComponentContainersStatistics | :1                 | <Finish> "ComponentContainer.Factory(RiderDefaultHighlighterNamesProvider, Cotoduw)" time=0ms. Total: 0.3866ms
19:51:25.265 |V| ComponentContainersStatistics | :1                 | <Measured> "ComponentContainer[Factory(RiderDefaultHighlighterNamesProvider, Cotoduw)]"  value=0ms
19:51:25.265 |V| ComponentContainersStatistics | :1                 | <Measured> "ComponentContainerTotalTime[Factory(RiderDefaultHighlighterNamesProvider, Cotoduw)]"  value=0ms
19:51:25.265 |V| ComponentContainersStatistics | :1                 | <Measured> "ComponentContainerTotalSyncTime[Factory(RiderDefaultHighlighterNamesProvider, Cotoduw)]"  value=0ms
19:51:25.265 |V| ComponentContainersStatistics | :1                 | <Measured> "ComponentContainerTotalSyncPrimaryThreadTime[Factory(RiderDefaultHighlighterNamesProvider, Cotoduw)]"  value=0ms
19:51:25.265 |V| ComponentContainersStatistics | :1                 | <Measured> "ComponentContainerTotalAsyncTime[Factory(RiderDefaultHighlighterNamesProvider, Cotoduw)]"  value=0ms
19:51:25.265 |V| ComponentContainersStatistics | :1                 | <Measured> "ComponentContainerTotalAsyncPrimaryThreadTime[Factory(RiderDefaultHighlighterNamesProvider, Cotoduw)]"  value=0ms
19:51:25.265 |V| ComponentStorage              | :1                 | <Measured> "Compose: Factory(RiderDefaultHighlighterNamesProvider, Cotoduw)"  time=0ms
19:51:25.266 |V| ComponentStorage              | :1                 | Factory(StacktraceSettingsNamesProvider, Ceqojov) created
19:51:25.266 |V| ComponentContainersStatistics | :1                 | <Finish> "ComponentContainer.Factory(StacktraceSettingsNamesProvider, Ceqojov)" time=0ms. Total: 0.5224ms
19:51:25.266 |V| ComponentContainersStatistics | :1                 | <Measured> "ComponentContainer[Factory(StacktraceSettingsNamesProvider, Ceqojov)]"  value=0ms
19:51:25.266 |V| ComponentContainersStatistics | :1                 | <Measured> "ComponentContainerTotalTime[Factory(StacktraceSettingsNamesProvider, Ceqojov)]"  value=0ms
19:51:25.266 |V| ComponentContainersStatistics | :1                 | <Measured> "ComponentContainerTotalSyncTime[Factory(StacktraceSettingsNamesProvider, Ceqojov)]"  value=0ms
19:51:25.266 |V| ComponentContainersStatistics | :1                 | <Measured> "ComponentContainerTotalSyncPrimaryThreadTime[Factory(StacktraceSettingsNamesProvider, Ceqojov)]"  value=0ms
19:51:25.266 |V| ComponentContainersStatistics | :1                 | <Measured> "ComponentContainerTotalAsyncTime[Factory(StacktraceSettingsNamesProvider, Ceqojov)]"  value=0ms
19:51:25.266 |V| ComponentContainersStatistics | :1                 | <Measured> "ComponentContainerTotalAsyncPrimaryThreadTime[Factory(StacktraceSettingsNamesProvider, Ceqojov)]"  value=0ms
19:51:25.266 |V| ComponentStorage              | :1                 | <Measured> "Compose: Factory(StacktraceSettingsNamesProvider, Ceqojov)"  time=0ms
19:51:25.267 |V| ComponentStorage              | :1                 | Factory(HtmlSettingsNamesProvider, Xuqapuk) created
19:51:25.268 |V| ComponentContainersStatistics | :1                 | <Finish> "ComponentContainer.Factory(HtmlSettingsNamesProvider, Xuqapuk)" time=0ms. Total: 0.0756ms
19:51:25.268 |V| ComponentContainersStatistics | :1                 | <Measured> "ComponentContainer[Factory(HtmlSettingsNamesProvider, Xuqapuk)]"  value=0ms
19:51:25.268 |V| ComponentContainersStatistics | :1                 | <Measured> "ComponentContainerTotalTime[Factory(HtmlSettingsNamesProvider, Xuqapuk)]"  value=0ms
19:51:25.268 |V| ComponentContainersStatistics | :1                 | <Measured> "ComponentContainerTotalSyncTime[Factory(HtmlSettingsNamesProvider, Xuqapuk)]"  value=0ms
19:51:25.268 |V| ComponentContainersStatistics | :1                 | <Measured> "ComponentContainerTotalSyncPrimaryThreadTime[Factory(HtmlSettingsNamesProvider, Xuqapuk)]"  value=0ms
19:51:25.268 |V| ComponentContainersStatistics | :1                 | <Measured> "ComponentContainerTotalAsyncTime[Factory(HtmlSettingsNamesProvider, Xuqapuk)]"  value=0ms
19:51:25.268 |V| ComponentContainersStatistics | :1                 | <Measured> "ComponentContainerTotalAsyncPrimaryThreadTime[Factory(HtmlSettingsNamesProvider, Xuqapuk)]"  value=0ms
19:51:25.268 |V| ComponentStorage              | :1                 | <Measured> "Compose: Factory(HtmlSettingsNamesProvider, Xuqapuk)"  time=0ms
19:51:25.268 |V| ComponentStorage              | :1                 | Factory(RiderDefaultFoldingNamesProvider, Casykub) created
19:51:25.268 |V| ComponentContainersStatistics | :1                 | <Finish> "ComponentContainer.Factory(RiderDefaultFoldingNamesProvider, Casykub)" time=0ms. Total: 0.0444ms
19:51:25.268 |V| ComponentContainersStatistics | :1                 | <Measured> "ComponentContainer[Factory(RiderDefaultFoldingNamesProvider, Casykub)]"  value=0ms
19:51:25.268 |V| ComponentContainersStatistics | :1                 | <Measured> "ComponentContainerTotalTime[Factory(RiderDefaultFoldingNamesProvider, Casykub)]"  value=0ms
19:51:25.268 |V| ComponentContainersStatistics | :1                 | <Measured> "ComponentContainerTotalSyncTime[Factory(RiderDefaultFoldingNamesProvider, Casykub)]"  value=0ms
19:51:25.268 |V| ComponentContainersStatistics | :1                 | <Measured> "ComponentContainerTotalSyncPrimaryThreadTime[Factory(RiderDefaultFoldingNamesProvider, Casykub)]"  value=0ms
19:51:25.268 |V| ComponentContainersStatistics | :1                 | <Measured> "ComponentContainerTotalAsyncTime[Factory(RiderDefaultFoldingNamesProvider, Casykub)]"  value=0ms
19:51:25.268 |V| ComponentContainersStatistics | :1                 | <Measured> "ComponentContainerTotalAsyncPrimaryThreadTime[Factory(RiderDefaultFoldingNamesProvider, Casykub)]"  value=0ms
19:51:25.268 |V| ComponentStorage              | :1                 | <Measured> "Compose: Factory(RiderDefaultFoldingNamesProvider, Casykub)"  time=0ms
19:51:25.274 |V| ComponentStorage              | :1                 | Factory(AssemblyExplorerHighlighterGroupNamesProvider, Zofakyz) created
19:51:25.274 |V| ComponentContainersStatistics | :1                 | <Finish> "ComponentContainer.Factory(AssemblyExplorerHighlighterGroupNamesProvider, Zofakyz)" time=0ms. Total: 0.0685ms
19:51:25.274 |V| ComponentContainersStatistics | :1                 | <Measured> "ComponentContainer[Factory(AssemblyExplorerHighlighterGroupNamesProvider, Zofakyz)]"  value=0ms
19:51:25.274 |V| ComponentContainersStatistics | :1                 | <Measured> "ComponentContainerTotalTime[Factory(AssemblyExplorerHighlighterGroupNamesProvider, Zofakyz)]"  value=0ms
19:51:25.274 |V| ComponentContainersStatistics | :1                 | <Measured> "ComponentContainerTotalSyncTime[Factory(AssemblyExplorerHighlighterGroupNamesProvider, Zofakyz)]"  value=0ms
19:51:25.274 |V| ComponentContainersStatistics | :1                 | <Measured> "ComponentContainerTotalSyncPrimaryThreadTime[Factory(AssemblyExplorerHighlighterGroupNamesProvider, Zofakyz)]"  value=0ms
19:51:25.274 |V| ComponentContainersStatistics | :1                 | <Measured> "ComponentContainerTotalAsyncTime[Factory(AssemblyExplorerHighlighterGroupNamesProvider, Zofakyz)]"  value=0ms
19:51:25.274 |V| ComponentContainersStatistics | :1                 | <Measured> "ComponentContainerTotalAsyncPrimaryThreadTime[Factory(AssemblyExplorerHighlighterGroupNamesProvider, Zofakyz)]"  value=0ms
19:51:25.274 |V| ComponentStorage              | :1                 | <Measured> "Compose: Factory(AssemblyExplorerHighlighterGroupNamesProvider, Zofakyz)"  time=0ms
19:51:25.274 |V| ComponentStorage              | :1                 | Factory(AspNetSettingsNamesProvider, Noqequp) created
19:51:25.274 |V| ComponentContainersStatistics | :1                 | <Finish> "ComponentContainer.Factory(AspNetSettingsNamesProvider, Noqequp)" time=0ms. Total: 0.0577ms
19:51:25.274 |V| ComponentContainersStatistics | :1                 | <Measured> "ComponentContainer[Factory(AspNetSettingsNamesProvider, Noqequp)]"  value=0ms
19:51:25.274 |V| ComponentContainersStatistics | :1                 | <Measured> "ComponentContainerTotalTime[Factory(AspNetSettingsNamesProvider, Noqequp)]"  value=0ms
19:51:25.274 |V| ComponentContainersStatistics | :1                 | <Measured> "ComponentContainerTotalSyncTime[Factory(AspNetSettingsNamesProvider, Noqequp)]"  value=0ms
19:51:25.274 |V| ComponentContainersStatistics | :1                 | <Measured> "ComponentContainerTotalSyncPrimaryThreadTime[Factory(AspNetSettingsNamesProvider, Noqequp)]"  value=0ms
19:51:25.274 |V| ComponentContainersStatistics | :1                 | <Measured> "ComponentContainerTotalAsyncTime[Factory(AspNetSettingsNamesProvider, Noqequp)]"  value=0ms
19:51:25.274 |V| ComponentContainersStatistics | :1                 | <Measured> "ComponentContainerTotalAsyncPrimaryThreadTime[Factory(AspNetSettingsNamesProvider, Noqequp)]"  value=0ms
19:51:25.274 |V| ComponentStorage              | :1                 | <Measured> "Compose: Factory(AspNetSettingsNamesProvider, Noqequp)"  time=0ms
19:51:25.275 |V| ComponentStorage              | :1                 | Factory(CppSettingsNamesProvider, Gefinyk) created
19:51:25.275 |V| ComponentContainersStatistics | :1                 | <Finish> "ComponentContainer.Factory(CppSettingsNamesProvider, Gefinyk)" time=0ms. Total: 0.0719ms
19:51:25.275 |V| ComponentContainersStatistics | :1                 | <Measured> "ComponentContainer[Factory(CppSettingsNamesProvider, Gefinyk)]"  value=0ms
19:51:25.275 |V| ComponentContainersStatistics | :1                 | <Measured> "ComponentContainerTotalTime[Factory(CppSettingsNamesProvider, Gefinyk)]"  value=0ms
19:51:25.275 |V| ComponentContainersStatistics | :1                 | <Measured> "ComponentContainerTotalSyncTime[Factory(CppSettingsNamesProvider, Gefinyk)]"  value=0ms
19:51:25.275 |V| ComponentContainersStatistics | :1                 | <Measured> "ComponentContainerTotalSyncPrimaryThreadTime[Factory(CppSettingsNamesProvider, Gefinyk)]"  value=0ms
19:51:25.275 |V| ComponentContainersStatistics | :1                 | <Measured> "ComponentContainerTotalAsyncTime[Factory(CppSettingsNamesProvider, Gefinyk)]"  value=0ms
19:51:25.275 |V| ComponentContainersStatistics | :1                 | <Measured> "ComponentContainerTotalAsyncPrimaryThreadTime[Factory(CppSettingsNamesProvider, Gefinyk)]"  value=0ms
19:51:25.275 |V| ComponentStorage              | :1                 | <Measured> "Compose: Factory(CppSettingsNamesProvider, Gefinyk)"  time=0ms
19:51:25.275 |V| ComponentStorage              | :1                 | Factory(CppCodeFoldingNamesProvider, Rowuruv) created
19:51:25.275 |V| ComponentContainersStatistics | :1                 | <Finish> "ComponentContainer.Factory(CppCodeFoldingNamesProvider, Rowuruv)" time=0ms. Total: 0.0699ms
19:51:25.275 |V| ComponentContainersStatistics | :1                 | <Measured> "ComponentContainer[Factory(CppCodeFoldingNamesProvider, Rowuruv)]"  value=0ms
19:51:25.275 |V| ComponentContainersStatistics | :1                 | <Measured> "ComponentContainerTotalTime[Factory(CppCodeFoldingNamesProvider, Rowuruv)]"  value=0ms
19:51:25.275 |V| ComponentContainersStatistics | :1                 | <Measured> "ComponentContainerTotalSyncTime[Factory(CppCodeFoldingNamesProvider, Rowuruv)]"  value=0ms
19:51:25.275 |V| ComponentContainersStatistics | :1                 | <Measured> "ComponentContainerTotalSyncPrimaryThreadTime[Factory(CppCodeFoldingNamesProvider, Rowuruv)]"  value=0ms
19:51:25.275 |V| ComponentContainersStatistics | :1                 | <Measured> "ComponentContainerTotalAsyncTime[Factory(CppCodeFoldingNamesProvider, Rowuruv)]"  value=0ms
19:51:25.275 |V| ComponentContainersStatistics | :1                 | <Measured> "ComponentContainerTotalAsyncPrimaryThreadTime[Factory(CppCodeFoldingNamesProvider, Rowuruv)]"  value=0ms
19:51:25.275 |V| ComponentStorage              | :1                 | <Measured> "Compose: Factory(CppCodeFoldingNamesProvider, Rowuruv)"  time=0ms
19:51:25.275 |V| ComponentStorage              | :1                 | Factory(CppSettingsNamesProvider, Vudiwiv) created
19:51:25.275 |V| ComponentContainersStatistics | :1                 | <Finish> "ComponentContainer.Factory(CppSettingsNamesProvider, Vudiwiv)" time=0ms. Total: 0.022ms
19:51:25.275 |V| ComponentContainersStatistics | :1                 | <Measured> "ComponentContainer[Factory(CppSettingsNamesProvider, Vudiwiv)]"  value=0ms
19:51:25.275 |V| ComponentContainersStatistics | :1                 | <Measured> "ComponentContainerTotalTime[Factory(CppSettingsNamesProvider, Vudiwiv)]"  value=0ms
19:51:25.275 |V| ComponentContainersStatistics | :1                 | <Measured> "ComponentContainerTotalSyncTime[Factory(CppSettingsNamesProvider, Vudiwiv)]"  value=0ms
19:51:25.275 |V| ComponentContainersStatistics | :1                 | <Measured> "ComponentContainerTotalSyncPrimaryThreadTime[Factory(CppSettingsNamesProvider, Vudiwiv)]"  value=0ms
19:51:25.275 |V| ComponentContainersStatistics | :1                 | <Measured> "ComponentContainerTotalAsyncTime[Factory(CppSettingsNamesProvider, Vudiwiv)]"  value=0ms
19:51:25.275 |V| ComponentContainersStatistics | :1                 | <Measured> "ComponentContainerTotalAsyncPrimaryThreadTime[Factory(CppSettingsNamesProvider, Vudiwiv)]"  value=0ms
19:51:25.275 |V| ComponentStorage              | :1                 | <Measured> "Compose: Factory(CppSettingsNamesProvider, Vudiwiv)"  time=0ms
19:51:25.275 |V| RiderHighlighterCollectorHost | :1                 | All registered highlighters groups collected in 14 ms
19:51:25.305 |V| RiderHighlighterCollectorHost | :1                 | All registered highlighters collected in 44 ms
19:51:25.306 |I| RiderHighlighterPackCreator   | :1                 | Collected 296 different highlighters types and 276 keys models
19:51:25.325 |I| RiderHighlighterRegistrationHost| :1                 | Sending 'Stacktrace' Highlighter Color Settings Page
19:51:25.326 |I| RiderHighlighterRegistrationHost| :1                 | Sending 'ASP.NET' Highlighter Color Settings Page
19:51:25.326 |I| RiderHighlighterRegistrationHost| :1                 | Sending 'Assembly Explorer' Highlighter Color Settings Page
19:51:25.326 |I| RiderHighlighterRegistrationHost| :1                 | Sending 'C/C++' Highlighter Color Settings Page
19:51:25.326 |I| RiderHighlighterRegistrationHost| :1                 | Sending 'Other' Highlighter Color Settings Page
19:51:25.332 |V| ComponentStorage              | :1                 | SettingsUpgraders created
19:51:25.333 |V| CatalogComponentSource        | :1                 | Created a CatalogComponentSource for container “Container: SettingsUpgraders”. To trace eligible components set, enable TRACE level for this log category (JetBrains.Application.Extensibility.CatalogComponentSource).
19:51:25.339 |V| ComponentContainersStatistics | :1                 | <Finish> "ComponentContainer.SettingsUpgraders" time=4ms. Total: 5.3072ms
19:51:25.339 |V| ComponentContainersStatistics | :1                 | <Measured> "ComponentContainer[SettingsUpgraders]"  value=4ms
19:51:25.339 |V| ComponentContainersStatistics | :1                 | <Measured> "ComponentContainerTotalTime[SettingsUpgraders]"  value=5ms
19:51:25.339 |V| ComponentContainersStatistics | :1                 | <Measured> "ComponentContainerTotalSyncTime[SettingsUpgraders]"  value=4ms
19:51:25.339 |V| ComponentContainersStatistics | :1                 | <Measured> "ComponentContainerTotalSyncPrimaryThreadTime[SettingsUpgraders]"  value=4ms
19:51:25.339 |V| ComponentContainersStatistics | :1                 | <Measured> "ComponentContainerTotalAsyncTime[SettingsUpgraders]"  value=0ms
19:51:25.339 |V| ComponentContainersStatistics | :1                 | <Measured> "ComponentContainerTotalAsyncPrimaryThreadTime[SettingsUpgraders]"  value=0ms
19:51:25.339 |V| ComponentStorage              | :1                 | <Measured> "Compose: SettingsUpgraders"  time=5ms
19:51:25.345 |V| SettingsLogging               | :1                 | Delay-executing default settings provider “JetBrains.ProjectModel.Caches.PsiConfigurationDefaultSettings, JetBrains.Platform.ProjectModel, Version=777.0.0.0, Culture=neutral, PublicKeyToken=1010a0d8d6380325” when queried for key path /Default/Environment/Hierarchy/PsiConfigurationSettingsKey/LocationType/@EntryValue.
19:51:25.365 |V| SettingsLogging               | :1                 | Delay-executing default settings provider “JetBrains.ReSharper.Psi.GeneratedCode.Settings.PredefinedGeneratedCodeSettings, JetBrains.ReSharper.Psi, Version=777.0.0.0, Culture=neutral, PublicKeyToken=1010a0d8d6380325” when queried for key path /Default/CodeInspection/GeneratedCode/GeneratedCodeRegions/=Windows_0020Form_0020Designer_0020generated_0020code/@EntryIndexedValue.
19:51:25.394 |V| SettingsLogging               | :1                 | Delay-executing default settings provider “JetBrains.Rider.Backend.Features.Daemon.RiderErrorsDefaultSettings, Rider.Backend, Version=777.0.0.0, Culture=neutral, PublicKeyToken=1010a0d8d6380325” when queried for key path /Default/CodeInspection/Highlighting/AnalysisEnabled/@EntryValue.
19:51:25.445 |V| RunningProducts               | :1                 | Published fully composed Shell container.
19:51:25.445 |V| ShellStateMonitor             | :1                 | State=STARTED, StartType=NORMAL
19:51:25.446 |I| OptionsPageHost               | :1                 | Shell container has been composed. View settings model
19:51:25.447 |I| ShellHost                     | :1                 | ShellHost is ready
19:51:25.455 |V| LocalProtocolEmulationWithLocalBridgeSupport| JetPool(S) #3:20   | LocalProtocolEmulationWithLocalBridgeSupport has loaded  mode Direct from settings ((False, False)).
19:51:25.464 |V| RiderStartupMeasurerDisabler  | JetPool(S) #1:18   | StartupMeasurer is still active
19:51:25.497 |V| ComponentContainersStatistics | .NET TP Worker:7   | <Finish> "ComponentContainer.ShellFeaturePartCatalog" time=0ms. Total: 1154.2052ms
19:51:25.497 |V| ComponentContainersStatistics | .NET TP Worker:13  | <Finish> "ComponentContainer.UserIdentificatorPartCatalog" time=0ms. Total: 819.5302ms
19:51:25.497 |V| ComponentContainersStatistics | .NET TP Worker:7   | <Measured> "ComponentContainer[ShellFeaturePartCatalog]"  value=0ms
19:51:25.497 |V| ComponentContainersStatistics | .NET TP Worker:14  | <Finish> "ComponentContainer.ReportAttachmentPartCatalog" time=0ms. Total: 825.1607ms
19:51:25.497 |V| ComponentContainersStatistics | .NET TP Worker:7   | <Measured> "ComponentContainerTotalTime[ShellFeaturePartCatalog]"  value=1103ms
19:51:25.497 |V| ComponentContainersStatistics | .NET TP Worker:5   | <Finish> "ComponentContainer.ProjectModelExtensionCatalog" time=0ms. Total: 836.7255ms
19:51:25.497 |V| ComponentContainersStatistics | .NET TP Worker:7   | <Measured> "ComponentContainerTotalSyncTime[ShellFeaturePartCatalog]"  value=0ms
19:51:25.497 |V| ComponentContainersStatistics | .NET TP Worker:5   | <Measured> "ComponentContainer[ProjectModelExtensionCatalog]"  value=0ms
19:51:25.497 |V| ComponentContainersStatistics | .NET TP Worker:14  | <Measured> "ComponentContainer[ReportAttachmentPartCatalog]"  value=0ms
19:51:25.497 |V| ComponentContainersStatistics | .NET TP Worker:5   | <Measured> "ComponentContainerTotalTime[ProjectModelExtensionCatalog]"  value=786ms
19:51:25.497 |V| ComponentContainersStatistics | .NET TP Worker:5   | <Measured> "ComponentContainerTotalSyncTime[ProjectModelExtensionCatalog]"  value=0ms
19:51:25.497 |V| ComponentContainersStatistics | .NET TP Worker:5   | <Measured> "ComponentContainerTotalSyncPrimaryThreadTime[ProjectModelExtensionCatalog]"  value=0ms
19:51:25.497 |V| ComponentContainersStatistics | .NET TP Worker:7   | <Measured> "ComponentContainerTotalSyncPrimaryThreadTime[ShellFeaturePartCatalog]"  value=0ms
19:51:25.497 |V| ComponentContainersStatistics | .NET TP Worker:5   | <Measured> "ComponentContainerTotalAsyncTime[ProjectModelExtensionCatalog]"  value=0ms
19:51:25.497 |V| ComponentContainersStatistics | .NET TP Worker:5   | <Measured> "ComponentContainerTotalAsyncPrimaryThreadTime[ProjectModelExtensionCatalog]"  value=0ms
19:51:25.497 |V| ComponentContainersStatistics | .NET TP Worker:7   | <Measured> "ComponentContainerTotalAsyncTime[ShellFeaturePartCatalog]"  value=0ms
19:51:25.497 |V| ComponentContainersStatistics | .NET TP Worker:7   | <Measured> "ComponentContainerTotalAsyncPrimaryThreadTime[ShellFeaturePartCatalog]"  value=0ms
19:51:25.497 |V| ComponentContainersStatistics | .NET TP Worker:14  | <Measured> "ComponentContainerTotalTime[ReportAttachmentPartCatalog]"  value=775ms
19:51:25.497 |V| ComponentContainersStatistics | .NET TP Worker:14  | <Measured> "ComponentContainerTotalSyncTime[ReportAttachmentPartCatalog]"  value=0ms
19:51:25.497 |V| ComponentContainersStatistics | .NET TP Worker:14  | <Measured> "ComponentContainerTotalSyncPrimaryThreadTime[ReportAttachmentPartCatalog]"  value=0ms
19:51:25.497 |V| ComponentContainersStatistics | .NET TP Worker:14  | <Measured> "ComponentContainerTotalAsyncTime[ReportAttachmentPartCatalog]"  value=0ms
19:51:25.497 |V| ComponentContainersStatistics | .NET TP Worker:14  | <Measured> "ComponentContainerTotalAsyncPrimaryThreadTime[ReportAttachmentPartCatalog]"  value=0ms
19:51:25.497 |V| ComponentContainersStatistics | .NET TP Worker:13  | <Measured> "ComponentContainer[UserIdentificatorPartCatalog]"  value=0ms
19:51:25.497 |V| ComponentContainersStatistics | .NET TP Worker:13  | <Measured> "ComponentContainerTotalTime[UserIdentificatorPartCatalog]"  value=769ms
19:51:25.497 |V| ComponentContainersStatistics | .NET TP Worker:13  | <Measured> "ComponentContainerTotalSyncTime[UserIdentificatorPartCatalog]"  value=0ms
19:51:25.497 |V| ComponentContainersStatistics | .NET TP Worker:13  | <Measured> "ComponentContainerTotalSyncPrimaryThreadTime[UserIdentificatorPartCatalog]"  value=0ms
19:51:25.497 |V| ComponentContainersStatistics | .NET TP Worker:13  | <Measured> "ComponentContainerTotalAsyncTime[UserIdentificatorPartCatalog]"  value=0ms
19:51:25.497 |V| ComponentContainersStatistics | .NET TP Worker:13  | <Measured> "ComponentContainerTotalAsyncPrimaryThreadTime[UserIdentificatorPartCatalog]"  value=0ms
19:51:25.497 |V| ComponentContainersStatistics | .NET TP Worker:5   | <Finish> "ComponentContainer.ShellPerClientComponents[$ClientId(Host)]" time=28ms. Total: 392.0014ms
19:51:25.497 |V| ComponentContainersStatistics | .NET TP Worker:5   | <Measured> "ComponentContainer[ShellPerClientComponents[$ClientId(Host)]]"  value=28ms
19:51:25.497 |V| ComponentContainersStatistics | .NET TP Worker:5   | <Measured> "ComponentContainerTotalTime[ShellPerClientComponents[$ClientId(Host)]]"  value=321ms
19:51:25.497 |V| ComponentContainersStatistics | .NET TP Worker:5   | <Measured> "ComponentContainerTotalSyncTime[ShellPerClientComponents[$ClientId(Host)]]"  value=0ms
19:51:25.497 |V| ComponentContainersStatistics | .NET TP Worker:5   | <Measured> "ComponentContainerTotalSyncPrimaryThreadTime[ShellPerClientComponents[$ClientId(Host)]]"  value=0ms
19:51:25.497 |V| ComponentContainersStatistics | .NET TP Worker:5   | <Measured> "ComponentContainerTotalAsyncTime[ShellPerClientComponents[$ClientId(Host)]]"  value=2ms
19:51:25.497 |V| ComponentContainersStatistics | .NET TP Worker:5   | <Measured> "ComponentContainerTotalAsyncPrimaryThreadTime[ShellPerClientComponents[$ClientId(Host)]]"  value=1ms
19:51:25.498 |V| ComponentContainersStatistics | .NET TP Worker:15  | <Finish> "ComponentContainer.FeedbackPartCatalog" time=0ms. Total: 828.7957ms
19:51:25.498 |V| ComponentContainersStatistics | .NET TP Worker:15  | <Measured> "ComponentContainer[FeedbackPartCatalog]"  value=0ms
19:51:25.498 |V| ComponentContainersStatistics | .NET TP Worker:15  | <Measured> "ComponentContainerTotalTime[FeedbackPartCatalog]"  value=778ms
19:51:25.498 |V| ComponentContainersStatistics | .NET TP Worker:15  | <Measured> "ComponentContainerTotalSyncTime[FeedbackPartCatalog]"  value=0ms
